customerID,gender,SeniorCitizen,SeniorCitizen_Label,Partner,Dependents,tenure,Tenure_Band,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Estimated_Annual_Revenue,Churn,Churn_Flag,Churn_Prob,Churn_Risk_Score,Predicted_Churn,Focus_Flag,Focus_Priority,Model_Split
6047-YHPVI,Male,0,No,No,No,5,0-12,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,316.9,836.4000000000001,Yes,1,0.6767319582032482,67.7,1,Elevated risk (top 20%),2,test
6572-ADKRS,Female,0,No,No,No,46,25-48,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),74.8,3548.3,897.5999999999999,No,0,0.2540163279003317,25.4,0,Ok / monitor,3,train
5380-WJKOV,Male,0,No,No,No,34,25-48,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.35,3549.25,1276.1999999999998,Yes,1,0.6148333889773897,61.5,1,High risk / high value,1,test
8168-UQWWF,Female,0,No,No,No,11,0-12,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.85,1105.4,1174.1999999999998,Yes,1,0.7216946641723294,72.2,1,High risk / high value,1,train
8865-TNMNX,Male,0,No,Yes,Yes,10,0-12,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,49.55,475.7,594.5999999999999,No,0,0.115568601423344,11.6,0,Ok / monitor,3,train
9489-DEDVP,Female,0,No,Yes,Yes,70,49-72,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),69.2,4872.35,830.4000000000001,No,0,0.012127226946660422,1.2,0,Ok / monitor,3,train
9867-JCZSP,Female,0,No,Yes,Yes,17,13-24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.75,418.25,249.0,No,0,0.04321916792174258,4.3,0,Ok / monitor,3,train
4671-VJLCL,Female,0,No,No,No,63,49-72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),79.85,4861.45,958.1999999999999,No,0,0.013652229198384946,1.4,0,Ok / monitor,3,train
4080-IIARD,Female,0,No,Yes,No,13,13-24,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,76.2,981.45,914.4000000000001,No,0,0.30357228250643153,30.4,0,Ok / monitor,3,train
3714-NTNFO,Female,0,No,No,No,49,49-72,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.5,3906.7,1014.0,No,0,0.4562655246635175,45.6,0,Ok / monitor,3,train
5948-UJZLF,Male,0,No,No,No,2,0-12,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.25,97.0,591.0,No,0,0.30983975191239027,31.0,0,Ok / monitor,3,train
7760-OYPDY,Female,0,No,No,No,2,0-12,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.65,144.15,967.8000000000001,Yes,1,0.7352884736320643,73.5,1,High risk / high value,1,train
7639-LIAYI,Male,0,No,No,No,52,49-72,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.75,4217.8,957.0,No,0,0.032118983938294106,3.2,0,Ok / monitor,3,train
2954-PIBKO,Female,0,No,Yes,Yes,69,49-72,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),64.15,4254.1,769.8000000000001,No,0,0.00705741201817124,0.7,0,Ok / monitor,3,test
8012-SOUDQ,Female,1,Yes,No,No,43,25-48,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.25,3838.75,1083.0,No,0,0.5135787996573782,51.4,1,High risk / high value,1,train
9420-LOJKX,Female,0,No,No,No,15,13-24,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.1,1426.4,1189.1999999999998,Yes,1,0.47680226811936377,47.7,0,Ok / monitor,3,test
6575-SUVOI,Female,1,Yes,Yes,No,25,25-48,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),69.5,1752.65,834.0,No,0,0.2137926030632597,21.4,0,Ok / monitor,3,train
7495-OOKFY,Female,1,Yes,Yes,No,8,0-12,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.65,633.3,967.8000000000001,Yes,1,0.6141855746125083,61.4,1,High risk / high value,1,test
4667-QONEA,Female,1,Yes,Yes,Yes,60,49-72,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),74.85,4456.35,898.1999999999999,No,0,0.01987979961889344,2.0,0,Ok / monitor,3,train
1658-BYGOY,Male,1,Yes,No,No,18,13-24,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,1752.55,1145.4,Yes,1,0.7786165378499966,77.9,1,High risk / high value,1,train
8769-KKTPH,Female,0,No,Yes,Yes,63,49-72,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),99.65,6311.2,1195.8000000000002,No,0,0.13370125627075694,13.4,0,Ok / monitor,3,train
5067-XJQFU,Male,1,Yes,Yes,Yes,66,49-72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,108.45,7076.35,1301.4,No,0,0.1983985001282295,19.8,0,Ok / monitor,3,train
3957-SQXML,Female,0,No,Yes,Yes,34,25-48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.95,894.3,299.4,No,0,0.013209250114004104,1.3,0,Ok / monitor,3,train
5954-BDFSG,Female,0,No,No,No,72,49-72,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),107.5,7853.7,1290.0,No,0,0.07490725076790174,7.5,0,Ok / monitor,3,train
0434-CSFON,Female,0,No,Yes,No,47,25-48,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.5,4707.1,1206.0,No,0,0.5690519229107466,56.9,1,High risk / high value,1,train
1215-FIGMP,Male,0,No,No,No,60,49-72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.9,5450.7,1078.8000000000002,No,0,0.28255634126956286,28.3,0,Ok / monitor,3,train
0526-SXDJP,Male,0,No,Yes,No,72,49-72,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),42.1,2962.0,505.20000000000005,No,0,0.0061020025003845095,0.6,0,Ok / monitor,3,train
0557-ASKVU,Female,0,No,Yes,Yes,18,13-24,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),54.4,957.1,652.8,No,0,0.08932830117051166,8.9,0,Ok / monitor,3,train
5698-BQJOH,Female,0,No,No,No,9,0-12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.4,857.25,1132.8000000000002,Yes,1,0.7319609095830487,73.2,1,High risk / high value,1,test
5122-CYFXA,Female,0,No,No,No,3,0-12,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,75.3,244.1,903.5999999999999,No,0,0.46877062552704807,46.9,0,Ok / monitor,3,train
8627-ZYGSZ,Male,0,No,Yes,No,47,25-48,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,78.9,3650.35,946.8000000000001,No,0,0.236286864220189,23.6,0,Ok / monitor,3,train
3410-YOQBQ,Female,0,No,No,No,31,25-48,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,79.2,2497.2,950.4000000000001,No,0,0.04384695177931588,4.4,0,Ok / monitor,3,train
3170-NMYVV,Female,0,No,Yes,Yes,50,49-72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.15,930.9,241.79999999999998,No,0,0.004633845670605324,0.5,0,Ok / monitor,3,train
7410-OIEDU,Male,0,No,No,No,10,0-12,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.85,887.35,958.1999999999999,No,0,0.459582443513161,46.0,0,Ok / monitor,3,train
2273-QCKXA,Male,0,No,No,No,1,0-12,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,49.05,49.05,588.5999999999999,No,0,0.27869460417919617,27.9,0,Ok / monitor,3,train
0731-EBJQB,Female,0,No,Yes,Yes,52,49-72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.4,1090.65,244.79999999999998,No,0,0.017643037052443456,1.8,0,Ok / monitor,3,train
1891-QRQSA,Male,1,Yes,Yes,Yes,64,49-72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.6,7099.0,1339.1999999999998,No,0,0.063776517203124,6.4,0,Ok / monitor,3,train
8028-PNXHQ,Male,0,No,Yes,Yes,62,49-72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.25,1424.6,291.0,No,0,0.0057222943325750215,0.6,0,Ok / monitor,3,test
5630-AHZIL,Female,0,No,No,Yes,3,0-12,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.5,177.4,774.0,No,0,0.23231535035358067,23.2,0,Ok / monitor,3,test
2673-CXQEU,Female,1,Yes,No,No,56,49-72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,110.5,6139.5,1326.0,No,0,0.19674224315895447,19.7,0,Ok / monitor,3,train
6416-JNVRK,Female,0,No,No,No,46,25-48,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),55.65,2688.85,667.8,No,0,0.051772149054435466,5.2,0,Ok / monitor,3,train
5590-ZSKRV,Female,0,No,Yes,Yes,8,0-12,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,54.65,482.25,655.8,No,0,0.15702897982512856,15.7,0,Ok / monitor,3,train
0191-ZHSKZ,Male,1,Yes,No,No,30,25-48,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.75,2111.3,897.0,No,0,0.28249339327480566,28.2,0,Ok / monitor,3,train
3887-PBQAO,Female,0,No,Yes,Yes,45,25-48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25.9,1216.6,310.79999999999995,No,0,0.022212289918910316,2.2,0,Ok / monitor,3,train
5919-TMRGD,Female,0,No,No,Yes,1,0-12,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.35,79.35,952.1999999999999,Yes,1,0.7048769754612911,70.5,1,High risk / high value,1,train
8108-UXRQN,Female,0,No,Yes,Yes,11,0-12,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,50.55,565.35,606.5999999999999,No,0,0.4141828156417399,41.4,0,Ok / monitor,3,train
9191-MYQKX,Female,0,No,Yes,No,7,0-12,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.15,496.9,901.8000000000001,Yes,1,0.5596903063044779,56.0,1,High risk / high value,1,train
9919-YLNNG,Female,0,No,No,No,42,25-48,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.8,4327.5,1245.6,No,0,0.3218041577132138,32.2,0,Ok / monitor,3,train
0318-ZOPWS,Female,0,No,Yes,No,49,49-72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.15,973.35,241.79999999999998,No,0,0.008896777597901884,0.9,0,Ok / monitor,3,train
4445-ZJNMU,Male,0,No,No,No,9,0-12,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.3,918.75,1191.6,No,0,0.6944273394196535,69.4,1,High risk / high value,1,test
4808-YNLEU,Female,0,No,Yes,No,35,25-48,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),62.15,2215.45,745.8,No,0,0.07528241532538081,7.5,0,Ok / monitor,3,train
1862-QRWPE,Female,0,No,Yes,Yes,48,25-48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.65,1057.0,247.79999999999998,No,0,0.00518974761668023,0.5,0,Ok / monitor,3,test
2796-NNUFI,Female,0,No,Yes,Yes,46,25-48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.95,927.1,239.39999999999998,No,0,0.008871623426216769,0.9,0,Ok / monitor,3,train
3016-KSVCP,Male,0,No,Yes,No,29,25-48,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,33.75,1009.25,405.0,No,0,0.2784993408280453,27.8,0,Ok / monitor,3,train
4767-HZZHQ,Male,0,No,Yes,Yes,30,25-48,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),82.05,2570.2,984.5999999999999,No,0,0.22092768855446654,22.1,0,Ok / monitor,3,train
2424-WVHPL,Male,1,Yes,No,No,1,0-12,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,74.7,74.7,896.4000000000001,No,0,0.570824960849365,57.1,1,High risk / high value,1,train
7233-PAHHL,Male,0,No,Yes,Yes,66,49-72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,84.0,5714.25,1008.0,No,0,0.020095935842103084,2.0,0,Ok / monitor,3,train
6067-NGCEU,Female,0,No,No,No,65,49-72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),111.05,7107.0,1332.6,No,0,0.24165906223715908,24.2,0,Ok / monitor,3,train
9848-JQJTX,Male,0,No,No,No,72,49-72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),100.9,7459.05,1210.8000000000002,No,0,0.10418485810991578,10.4,0,Ok / monitor,3,train
8637-XJIVR,Female,0,No,No,No,12,0-12,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.95,927.35,947.4000000000001,Yes,1,0.5948689234771807,59.5,1,High risk / high value,1,train
9803-FTJCG,Male,0,No,Yes,Yes,71,49-72,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),66.85,4748.7,802.1999999999999,No,0,0.01138433058385322,1.1,0,Ok / monitor,3,train
0278-YXOOG,Male,0,No,No,No,5,0-12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.05,113.85,252.60000000000002,Yes,1,0.16231439603309566,16.2,0,Ok / monitor,3,train
3212-KXOCR,Male,0,No,No,No,52,49-72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),21.0,1107.2,252.0,No,0,0.005326508245236549,0.5,0,Ok / monitor,3,train
4598-XLKNJ,Female,1,Yes,Yes,No,25,25-48,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,2514.5,1182.0,Yes,1,0.6530824200935169,65.3,1,High risk / high value,1,train
6380-ARCEH,Male,0,No,No,No,1,0-12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,20.2,242.39999999999998,No,0,0.1923282680896246,19.2,0,Ok / monitor,3,train
3679-XASPY,Female,0,No,Yes,Yes,1,0-12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.45,19.45,233.39999999999998,No,0,0.20876079988968224,20.9,0,Ok / monitor,3,test
7123-WQUHX,Male,0,No,No,No,38,25-48,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),95.0,3605.6,1140.0,No,0,0.17448053028569604,17.4,0,Ok / monitor,3,train
5386-THSLQ,Female,1,Yes,Yes,No,66,49-72,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),45.55,3027.25,546.5999999999999,No,0,0.03586418718813337,3.6,0,Ok / monitor,3,train
3192-NQECA,Male,0,No,Yes,No,68,49-72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.0,7611.85,1320.0,Yes,1,0.08372715193750903,8.4,0,Ok / monitor,3,train
6180-YBIQI,Male,0,No,No,No,5,0-12,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.3,100.2,291.6,No,0,0.4477936024857277,44.8,0,Ok / monitor,3,train
6728-DKUCO,Female,0,No,Yes,Yes,72,49-72,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,104.15,7303.05,1249.8000000000002,No,0,0.13644345632787372,13.6,0,Ok / monitor,3,train
9750-BOOHV,Female,0,No,No,No,32,25-48,No,No phone service,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,30.15,927.65,361.79999999999995,No,0,0.0718429293676177,7.2,0,Ok / monitor,3,train
8597-CWYHH,Male,0,No,No,No,43,25-48,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,94.35,3921.3,1132.1999999999998,No,0,0.2686591546074792,26.9,0,Ok / monitor,3,train
2848-YXSMW,Male,0,No,Yes,Yes,72,49-72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.4,1363.25,232.79999999999998,No,0,0.0017158404106663828,0.2,0,Ok / monitor,3,train
